Investor_Name,PageRank_Centrality,Degree
Mark Walsh,7.253735673872045e-05,1
K. Kim,7.253735673872045e-05,1
P. C. Yeh,7.253735673872045e-05,1
Jussi HeinilÃ¤,7.253735673872045e-05,1
Matti Suokko,7.253735673872045e-05,1
Barbara Scherer,7.253735673872045e-05,1
Ken Kannapan,7.253735673872045e-05,1
Antonio Branco,7.253735673872045e-05,5
Jose Vendeirinho,7.253735673872045e-05,5
Mario Rodrigues,7.253735673872045e-05,5
Miguel Garcia,7.253735673872045e-05,5
Paulo Vendeirinho,7.253735673872045e-05,5
Datacard Group,7.253735673872045e-05,1
Dan Casey,7.253735673872045e-05,1
Heiko Rauch,7.253735673872045e-05,2
Jens Hewald,7.253735673872045e-05,2
Thomas Hessler,7.253735673872045e-05,2
Jacob Perkins,7.253735673872045e-05,1
Adam Nordin,7.253735673872045e-05,6
Anders Milton,7.253735673872045e-05,6
Aron Rissman,7.253735673872045e-05,6
Carl Johan Grandinson,7.253735673872045e-05,6
Joshua Mailman,7.253735673872045e-05,6
Peter Ekelund,7.253735673872045e-05,6
Roger Shiffman,7.253735673872045e-05,6
Barry Egan,7.253735673872045e-05,2
Brian O'Driscoll,7.253735673872045e-05,2
Cian Kinsella,7.253735673872045e-05,2
Justin Dowley,7.253735673872045e-05,2
Kevin Parry,7.253735673872045e-05,2
technology innovation fund,7.253735673872045e-05,2
Juvo Capital,7.253735673872045e-05,1
PG Ventures,7.253735673872045e-05,1
JÃ©rÃ´me Sandrini,7.253735673872045e-05,1
Rui Jorge LOPES,7.253735673872045e-05,1
K Cube Ventures,7.253735673872045e-05,1
Viki,7.253735673872045e-05,1
Dan Somers,7.253735673872045e-05,1
Technology Strategy Board,7.253735673872045e-05,1
Sarah Martin,7.253735673872045e-05,3
Srgt Master. Dr. Brown,7.253735673872045e-05,3
Adam Slovik,7.253735673872045e-05,3
Dwain Kinghorn,7.253735673872045e-05,3
Jan Newman,7.253735673872045e-05,3
AEC Partners,7.253735673872045e-05,1
Videocon,7.253735673872045e-05,1
Barry Hall,7.253735673872045e-05,2
Bruce Goldstein,7.253735673872045e-05,2
Maurizio Vecchione,7.253735673872045e-05,2
KH Lim,7.253735673872045e-05,2
Silicon Straits,7.253735673872045e-05,2
Takanobu Yamamoto,7.253735673872045e-05,2
Karen Nies,7.253735673872045e-05,1
Wim Houben,7.253735673872045e-05,1
Rothschild R Capital,7.253735673872045e-05,1
TIME Equity Partners,7.253735673872045e-05,1
SEED Venture Finance,7.253735673872045e-05,1
Venture Captial Fund of New England,7.253735673872045e-05,1
Josh Slovik,7.253735673872045e-05,3
Daniel C. Vassallo,7.253735673872045e-05,1
jamell Givens,7.253735673872045e-05,1
Daniel McPherson,7.253735673872045e-05,3
David Buttress,7.253735673872045e-05,3
Adam Townsend,7.253735673872045e-05,3
Lee Fentress,7.253735673872045e-05,3
Personal Capital,7.253735673872045e-05,3
The Doyle Investment Group,7.253735673872045e-05,3
Vizrt,7.253735673872045e-05,1
Hayley Martin,7.253735673872045e-05,3
Mr. Joynul Miah,7.253735673872045e-05,3
Kunle Olukotun,7.253735673872045e-05,1
Hatime Araki,7.253735673872045e-05,1
Philippe Leclercq,7.253735673872045e-05,1
Havila,7.253735673872045e-05,1
Base 10 Web Solutions,7.253735673872045e-05,4
Bruno Segers,7.253735673872045e-05,4
Concentra Media,7.253735673872045e-05,4
CapitalSouth Partners,7.253735673872045e-05,1
KT Capital Partners,7.253735673872045e-05,1
KL Ventures,7.253735673872045e-05,1
Rite Ventures,7.253735673872045e-05,1
KapNord,7.253735673872045e-05,1
Salten Invest,7.253735673872045e-05,1
Laurens Groenendijk,7.253735673872045e-05,3
Tom Singh,7.253735673872045e-05,3
Daniel Shin,7.253735673872045e-05,1
Kihyun Kwon,7.253735673872045e-05,1
KPN Belgium,7.253735673872045e-05,4
Koen Desmedt,7.253735673872045e-05,4
Basekit,7.253735673872045e-05,1
Juan Lobato,7.253735673872045e-05,1
Katarzyna Szubryt,7.253735673872045e-05,1
Roman Szubryt,7.253735673872045e-05,1
Ken Humphrey,7.253735673872045e-05,1
Hart Ventures,7.253735673872045e-05,1
Randy and Brenda Morris,7.253735673872045e-05,1
Hasan Aslanoba,7.253735673872045e-05,1
Serkan BoranÃ§?l?,7.253735673872045e-05,1
Hassan Chafi,7.253735673872045e-05,1
Michael Powell,7.253735673872045e-05,2
Kevin Smith,7.253735673872045e-05,1
Noah Lifschey,7.253735673872045e-05,1
Capital Access Network investors,7.253735673872045e-05,2
DataPrompt LLC,7.253735673872045e-05,2
LinkMe Mobile,7.253735673872045e-05,2
Ankush Nijhawan,7.253735673872045e-05,1
Gaurav Bhatnagar,7.253735673872045e-05,1
Ann Marie Mayuga,7.253735673872045e-05,6
Computime Equity Ventures,7.253735673872045e-05,6
David Ingelbohs,7.253735673872045e-05,6
Ed Mayuga,7.253735673872045e-05,6
KAW Investment,7.253735673872045e-05,6
Michael Goessling,7.253735673872045e-05,6
Steve Tschudy,7.253735673872045e-05,6
Omphalos Venture Partners,7.253735673872045e-05,1
Batterson Venture Capita,7.253735673872045e-05,1
CannaVest,7.253735673872045e-05,1
Medical Marijuana,7.253735673872045e-05,1
Tessa Cheek,7.253735673872045e-05,1
Ken Wegner,7.253735673872045e-05,2
Kyoraku Yoshimoto Holdings,7.253735673872045e-05,2
Peter Guber,7.253735673872045e-05,2
Ken Yeadon,7.253735673872045e-05,2
Kevin Houstoun,7.253735673872045e-05,2
Spectrum Assets,7.253735673872045e-05,1
Dann Angelof,7.253735673872045e-05,1
Mark McKinley,7.253735673872045e-05,1
Danny Aegerter,7.253735673872045e-05,2
Freddy May,7.253735673872045e-05,2
Urs Wietisbach,7.253735673872045e-05,2
Danny Gutknecht,7.253735673872045e-05,2
David Payne,7.253735673872045e-05,2
Jay Long,7.253735673872045e-05,2
Admiralty Partners,7.253735673872045e-05,1
Leonard Lavin,7.253735673872045e-05,2
Lordship Ventures,7.253735673872045e-05,2
Angyal Capital,7.253735673872045e-05,6
Daniel Hechter,7.253735673872045e-05,6
Jacques Berrebi,7.253735673872045e-05,6
Maya Bassil,7.253735673872045e-05,6
Olivier Douce,7.253735673872045e-05,6
Olivier Legrain,7.253735673872045e-05,6
Pierre Lavail,7.253735673872045e-05,6
Aniket Khera,7.253735673872045e-05,1
Rahul Bhatia,7.253735673872045e-05,1
Anges QuÃ©bec,7.253735673872045e-05,3
Harveen Narulla,7.253735673872045e-05,1
Happy Farm Business Incubator,7.253735673872045e-05,1
Westlake Venture Partners,7.253735673872045e-05,1
Calvert Research Institute,7.253735673872045e-05,1
Scientific Health Development Partners,7.253735673872045e-05,1
Camcor,7.253735673872045e-05,1
Pine Brook Partners,7.253735673872045e-05,1
Luis M. GarcÃ­a,7.253735673872045e-05,4
RocaSalvatella,7.253735673872045e-05,4
LBB Capital Fund GmbH,7.253735673872045e-05,1
LBB Seed Capital Fund GmbH,7.253735673872045e-05,1
Bay Ventures,7.253735673872045e-05,1
Pras Holdings,7.253735673872045e-05,1
Kline Hawkes & Co,7.253735673872045e-05,1
Viktor Belov,7.253735673872045e-05,1
Harbinger Capital Partners,7.253735673872045e-05,1
Fondaction CSN,7.253735673872045e-05,3
Fonds Soutien RelÃ¨ve,7.253735673872045e-05,3
Ã‰cho Capital,7.253735673872045e-05,3
Angus Mitchell,7.253735673872045e-05,2
SproutBox,7.253735673872045e-05,1
Suren Markosian,7.253735673872045e-05,1
St. Cloud Capital,7.253735673872045e-05,1
Vincent Paquet,7.253735673872045e-05,1
Stacy Dean Stephens,7.253735673872045e-05,1
William Santana Li,7.253735673872045e-05,1
Synetro Group,7.253735673872045e-05,1
1stMover.org,7.253735673872045e-05,1
Felix Bauchspiess,7.253735673872045e-05,1
Hans de Back,7.253735673872045e-05,1
Adrian Amelse,7.253735673872045e-05,1
Scott McGregor,7.253735673872045e-05,1
Cabot Technology Solutions,7.253735673872045e-05,1
Bayerische Hypo- und Vereinsbank AG,7.253735673872045e-05,1
ViewPoint Capital Partners,7.253735673872045e-05,1
First Angel Network,7.253735673872045e-05,1
Krishnan Kasturirangan,7.253735673872045e-05,1
Rajesh Rai,7.253735673872045e-05,1
Kubide,7.253735673872045e-05,4
Liliana Betancourt,7.253735673872045e-05,4
Lionel Layerle,7.253735673872045e-05,4
ABNAMRO,7.253735673872045e-05,1
Spitzcool,7.253735673872045e-05,1
Adrian Bult,7.253735673872045e-05,1
Peter Zencke,7.253735673872045e-05,1
Hastings Equity Partners,7.253735673872045e-05,1
New Remote Publishing,7.253735673872045e-05,1
Hannover Beteiligungsfonds,7.253735673872045e-05,1
Venturepreneurs,7.253735673872045e-05,1
Hannu Turunen,7.253735673872045e-05,1
Ilkka Hiidenheimo,7.253735673872045e-05,1
Hans Kristian LÃ¸vdal,7.253735673872045e-05,1
Lovda Media Norway,7.253735673872045e-05,1
Hans Nissens,7.253735673872045e-05,2
Niko Nelissen,7.253735673872045e-05,2
Robin Wauters,7.253735673872045e-05,2
Darryl Berger,7.253735673872045e-05,1
Troy Richards,7.253735673872045e-05,1
Angel's Lancaster Angel Network,7.253735673872045e-05,1
Investment Circle of York,7.253735673872045e-05,1
Dave Gotsch,7.253735673872045e-05,1
Mark Fitzgerald,7.253735673872045e-05,1
Lauris Liberts,7.253735673872045e-05,1
StartupHighway,7.253735673872045e-05,1
Lawrence Transportation Systems,7.253735673872045e-05,1
Modea,7.253735673872045e-05,1
Lax Gopisetty,7.253735673872045e-05,3
Raghu Bathina,7.253735673872045e-05,3
Ram Jayam,7.253735673872045e-05,3
Sitaram Banda,7.253735673872045e-05,3
Ted Ackerley,7.253735673872045e-05,1
Risdall Advertising Agency,7.253735673872045e-05,1
William C. Norris Institute at the University of St. Thomas Opus College of Buisness,7.253735673872045e-05,1
Rollinger Venture Capital,7.253735673872045e-05,1
Samual Dralet,7.253735673872045e-05,1
Roman Sterly,7.253735673872045e-05,1
TomÃ¡Âš Holub,7.253735673872045e-05,1
David Bell,7.253735673872045e-05,3
David Famolari,7.253735673872045e-05,3
Jamey Jeff,7.253735673872045e-05,3
Josh Eliashberg,7.253735673872045e-05,3
Adrian Pereira,7.253735673872045e-05,3
Don Wharton,7.253735673872045e-05,3
Elton Pereira,7.253735673872045e-05,3
Myron Pereira,7.253735673872045e-05,3
Adtoma,7.253735673872045e-05,2
Christer Elmehagen,7.253735673872045e-05,2
Clearly AB,7.253735673872045e-05,2
Hallett Capital,7.253735673872045e-05,2
Syncarpha Capital,7.253735673872045e-05,2
Vento Security Holdings,7.253735673872045e-05,2
Hammerline Capital,7.253735673872045e-05,1
Swiss Private Investors,7.253735673872045e-05,3
TBJ Investments,7.253735673872045e-05,3
A. Soriano Corporation,7.253735673872045e-05,1
Pacific Synergies IV,7.253735673872045e-05,1
A. Stringfellow,7.253735673872045e-05,1
A. Vietch,7.253735673872045e-05,1
Laurent Perge,7.253735673872045e-05,2
Olivier Picard,7.253735673872045e-05,2
Paul Blonce,7.253735673872045e-05,2
David Chamandy,7.253735673872045e-05,3
Jean-Sebastian Cournoyer,7.253735673872045e-05,3
John Bromley,7.253735673872045e-05,3
Ron Dembo,7.253735673872045e-05,3
S. H. Leung,7.253735673872045e-05,2
Lexalytics,7.253735673872045e-05,1
Oleg Rogynskyy,7.253735673872045e-05,1
HBC Investments,7.253735673872045e-05,5
Mark Jowett,7.253735673872045e-05,5
Ric Arboit,7.253735673872045e-05,5
Terry McBride,7.253735673872045e-05,5
CPoWeR Ventures,7.253735673872045e-05,2
Compuware,7.253735673872045e-05,2
Envy Capital,7.253735673872045e-05,2
CS Networks,7.253735673872045e-05,1
Galeb Group,7.253735673872045e-05,1
A.R. Weiler,7.253735673872045e-05,3
Ralf Faber,7.253735673872045e-05,3
David Fisher,7.253735673872045e-05,2
James Gray,7.253735673872045e-05,2
Topping Capital,7.253735673872045e-05,2
Andy Waddell,7.253735673872045e-05,1
Brian Jenkins,7.253735673872045e-05,1
Aneese Fathima Syed,7.253735673872045e-05,1
Awase Khirni Syed,7.253735673872045e-05,1
David Glanz,7.253735673872045e-05,1
Don Glanz,7.253735673872045e-05,1
David Hughes,7.253735673872045e-05,1
Sarah Hughes,7.253735673872045e-05,1
Andy Phillips,7.253735673872045e-05,1
Yannick Pons,7.253735673872045e-05,1
David Jones,7.253735673872045e-05,1
Thomas Jajeh,7.253735673872045e-05,2
Guy PAILLAUD,7.253735673872045e-05,3
John PIETERS,7.253735673872045e-05,3
Philippe ODDO,7.253735673872045e-05,3
Richard HENNESSY,7.253735673872045e-05,3
GÃƒÂ¶ran Grosskopf,7.253735673872045e-05,1
3wVentures.com,7.253735673872045e-05,2
StartUp Chile,7.253735673872045e-05,1
Bellichiamo Inc,7.253735673872045e-05,1
Craig Franklin,7.253735673872045e-05,1
Beechwood Ventures,7.253735673872045e-05,1
Calmedica Capital,7.253735673872045e-05,1
Beedie Capital Partners,7.253735673872045e-05,5
Dan Fraser,7.253735673872045e-05,5
Leif Linden,7.253735673872045e-05,1
Reaktor POLTE,7.253735673872045e-05,1
Leung Investment Division,7.253735673872045e-05,2
Leung Maritime Group,7.253735673872045e-05,2
CNCA,7.253735673872045e-05,1
Martin Liljeberg,7.253735673872045e-05,1
Tim Biltz,7.253735673872045e-05,1
David Kurzman,7.253735673872045e-05,1
Rajesh Aggarwal,7.253735673872045e-05,1
Mac Invest SA,7.253735673872045e-05,2
Ramzi Chamat,7.253735673872045e-05,2
Gunnar Berning,7.253735673872045e-05,2
Maria Lindinger,7.253735673872045e-05,2
David Levinksy,7.253735673872045e-05,3
Eric Manno,7.253735673872045e-05,3
Mark Manno,7.253735673872045e-05,3
Tyler Roye,7.253735673872045e-05,3
David Long,7.253735673872045e-05,1
Greg Peters,7.253735673872045e-05,1
Vijay Pandurangan,7.253735673872045e-05,5
Andy Beard,7.253735673872045e-05,3
Barry West,7.253735673872045e-05,3
Matthew Christensen,7.253735673872045e-05,3
Vanu Bose,7.253735673872045e-05,3
Andy Devereaux,7.253735673872045e-05,3
Edward J. Belove,7.253735673872045e-05,3
Michael E. Kolowich,7.253735673872045e-05,3
Rio Fuerte Enterprises,7.253735673872045e-05,3
Nations Advisory Partners,7.253735673872045e-05,1
Ben Cannon,7.253735673872045e-05,1
Michael Miyabara-McCaskey,7.253735673872045e-05,1
Ben Dyer,7.253735673872045e-05,1
Texas Entrepreneur Networks,7.253735673872045e-05,1
Logisticap Partners,7.253735673872045e-05,1
Palm Beach Capital,7.253735673872045e-05,1
Logoden,7.253735673872045e-05,1
Ouest Angels Developement,7.253735673872045e-05,1
London Bay Capital,7.253735673872045e-05,1
WestView Capital Partners,7.253735673872045e-05,1
Maurizio Torre,7.253735673872045e-05,3
Raimondo Gigli,7.253735673872045e-05,3
Valentino Maccarini,7.253735673872045e-05,3
CII Participations,7.253735673872045e-05,3
CÃ©line Lippi,7.253735673872045e-05,3
Dimitri Dewavrin,7.253735673872045e-05,3
Francesco Maio,7.253735673872045e-05,3
Ben Barton,7.253735673872045e-05,1
Bill Liao,7.253735673872045e-05,1
Jabe Blumethal,7.253735673872045e-05,1
Andy Barkett,7.253735673872045e-05,5
Manitou Ventures,7.253735673872045e-05,5
Pamela Bell,7.253735673872045e-05,5
Peter Meijer,7.253735673872045e-05,5
SourceN,7.253735673872045e-05,5
David Nuttall,7.253735673872045e-05,2
Rick Meeves,7.253735673872045e-05,1
Guillaume Molter,7.253735673872045e-05,2
Ben Macrory,7.253735673872045e-05,4
Chris Saye,7.253735673872045e-05,4
David and Stacy Porteus,7.253735673872045e-05,4
Derek Montgomery,7.253735673872045e-05,4
Neel Duncan,7.253735673872045e-05,4
A Squared Capital Partners,7.253735673872045e-05,1
London Capital Investment Partners,7.253735673872045e-05,1
Rowan Dartington,7.253735673872045e-05,1
Louis Criso,7.253735673872045e-05,1
Michael Baumann,7.253735673872045e-05,1
Louise P Lu,7.253735673872045e-05,1
Shaw Yang,7.253735673872045e-05,1
Luca Longobardi,7.253735673872045e-05,3
Mark Frost,7.253735673872045e-05,2
Michael Howe,7.253735673872045e-05,2
David Olson,7.253735673872045e-05,2
Pancho Vanhees,7.253735673872045e-05,1
Groventia,7.253735673872045e-05,1
Yves Latour,7.253735673872045e-05,2
CDTI (224KÂ€),7.253735673872045e-05,1
Socios (76KÂ€),7.253735673872045e-05,1
CET Capital Partners,7.253735673872045e-05,1
W Fund,7.253735673872045e-05,1
"9mmedia, LLC",7.253735673872045e-05,1
"Chiron Partners, LLC",7.253735673872045e-05,1
Andrew Stott,7.253735673872045e-05,3
Maite Barrera,7.253735673872045e-05,3
Marlen Manasov,7.253735673872045e-05,3
Miguel PemÃ¡n,7.253735673872045e-05,3
Jon Dubbs,7.253735673872045e-05,2
Stuart Rogers,7.253735673872045e-05,2
North Shore InnoVentures,7.253735673872045e-05,2
Scibelli Enterprise Center,7.253735673872045e-05,2
Adverline,7.253735673872045e-05,2
Alitis,7.253735673872045e-05,2
Phitrust Partenaires,7.253735673872045e-05,2
Greg Metro,7.253735673872045e-05,1
Steve Blose,7.253735673872045e-05,1
David Perry,7.253735673872045e-05,1
Richard C. Perry,7.253735673872045e-05,1
David Robins,7.253735673872045e-05,1
Moshe Ariel,7.253735673872045e-05,1
Paul Lees,7.253735673872045e-05,1
Andrew Lee,7.253735673872045e-05,1
James Tamplin,7.253735673872045e-05,1
The Chinese Founders Fund,7.253735673872045e-05,1
"CBOE Holdings, Inc.",7.253735673872045e-05,1
Koninklijke Philips,7.253735673872045e-05,1
CBRE Group,7.253735673872045e-05,1
Steelcase,7.253735673872045e-05,1
CCIAA Pisa,7.253735673872045e-05,1
TrentoRISE,7.253735673872045e-05,1
Richard Benster,7.253735673872045e-05,1
William Piper,7.253735673872045e-05,1
Richard Holmes,7.253735673872045e-05,1
Richard Jordan,7.253735673872045e-05,1
Rick Hennessey,7.253735673872045e-05,1
Arvin Zuberbuehler,7.253735673872045e-05,2
Mishaal Alireza,7.253735673872045e-05,1
MML Capital Partners,7.253735673872045e-05,1
Sports Investment Partners,7.253735673872045e-05,1
Lunds Universitets Utvecklingsbolag,7.253735673872045e-05,1
Sydsvensk EntreprenÃƒÂ¶rfond,7.253735673872045e-05,1
MEDL Mobile,7.253735673872045e-05,1
Greenstone Investments,7.253735673872045e-05,1
Umar Abdul Hamid,7.253735673872045e-05,1
Greentown Labs,7.253735673872045e-05,2
Juhao JU,7.253735673872045e-05,1
Green Pine Capital,7.253735673872045e-05,1
Andrew Pearce,7.253735673872045e-05,1
David S. Samuels,7.253735673872045e-05,1
George Riviere,7.253735673872045e-05,1
Andrew Gotti,7.253735673872045e-05,2
Daniel Davidson,7.253735673872045e-05,2
Michael Thai,7.253735673872045e-05,2
Andrew Laird,7.253735673872045e-05,1
Kevin Maddison,7.253735673872045e-05,1
Mark Swanson,7.253735673872045e-05,2
McNeel Capital,7.253735673872045e-05,2
Gotham Capital,7.253735673872045e-05,1
Viceroy Ventures,7.253735673872045e-05,1
Government Investment Funds,7.253735673872045e-05,1
Sovereign Wealth Funds,7.253735673872045e-05,1
Govtor Capital,7.253735673872045e-05,1
Vcwill Capital,7.253735673872045e-05,1
Gowda Capital,7.253735673872045e-05,2
Hannu JyrkkÃƒÂ¤,7.253735673872045e-05,2
Risto Salo,7.253735673872045e-05,2
Gracia Chen,7.253735673872045e-05,1
Agence France Presse (AFP),7.253735673872045e-05,1
Xavier Gouyou-Beauchamps,7.253735673872045e-05,1
Agri Investments Pte. Ltd,7.253735673872045e-05,1
Thomas J. Edelman,7.253735673872045e-05,1
Agustin Ezcurra,7.253735673872045e-05,11
Carlos De Pedro,7.253735673872045e-05,11
Ag Ventures Alliance,7.253735673872045e-05,2
Lateral Capital,7.253735673872045e-05,2
New Fashion Pork,7.253735673872045e-05,2
Daniel Fernandez,7.253735673872045e-05,11
Eduardo Fernadez,7.253735673872045e-05,11
Eduardo Iniguez de Heredia,7.253735673872045e-05,11
Edurne Larrieta,7.253735673872045e-05,11
Ignacio Sans,7.253735673872045e-05,11
Koldo Ruilope,7.253735673872045e-05,11
Lorenzo Diaz de Apodaca,7.253735673872045e-05,11
Oskar Rueda,7.253735673872045e-05,11
Patxi Giraldo,7.253735673872045e-05,11
5 Park Lane,7.253735673872045e-05,1
Paul Buyink,7.253735673872045e-05,1
Bengt Westerholm,7.253735673872045e-05,4
Henry SjÃ¶man,7.253735673872045e-05,4
Juha Halttunen,7.253735673872045e-05,4
Matti Kallio,7.253735673872045e-05,4
Oy Ingman Finance,7.253735673872045e-05,4
Business Development Corporation of America,7.253735673872045e-05,1
Harvest Capital Credit Corporation,7.253735673872045e-05,1
Business in Fact,7.253735673872045e-05,1
Eix Technova,7.253735673872045e-05,1
C Cube Angels,7.253735673872045e-05,1
Satyendra Shukla,7.253735673872045e-05,1
David Solomon,7.253735673872045e-05,2
Ed Herrington,7.253735673872045e-05,2
Joe Theismann,7.253735673872045e-05,2
Aidan Healey,7.253735673872045e-05,6
Catherine De Marignac,7.253735673872045e-05,6
Charles Henri De Marignac,7.253735673872045e-05,6
responsAbility Ventures I,7.253735673872045e-05,2
Miguel Angel SuÃƒÂ¡rez,7.253735673872045e-05,2
Benjamin Joe,7.253735673872045e-05,2
Jay H. Eum,7.253735673872045e-05,2
Sungmoon Cho,7.253735673872045e-05,2
Benjamin Law,7.253735673872045e-05,1
Billy Lueng,7.253735673872045e-05,1
Buongiorno S.p.A.,7.253735673872045e-05,1
Renzo Rosso,7.253735673872045e-05,1
Jed Carlson,7.253735673872045e-05,1
Felicita Eggimann,7.253735673872045e-05,6
Gregoire Michel,7.253735673872045e-05,6
Startup Loans UK,7.253735673872045e-05,6
Tom Berry,7.253735673872045e-05,6
Aidin Ansari,7.253735673872045e-05,1
Jake Barbee,7.253735673872045e-05,1
Aimee Higgins,7.253735673872045e-05,3
"Earl Tucker, III",7.253735673872045e-05,3
Graham Smith,7.253735673872045e-05,3
Cristina Juesas,7.253735673872045e-05,11
Good Capital,7.253735673872045e-05,1
Renewal Partners,7.253735673872045e-05,1
Gordon A. Rogers,7.253735673872045e-05,1
Hanna Capital,7.253735673872045e-05,1
Gordon Clemons,7.253735673872045e-05,2
Phil Landler,7.253735673872045e-05,3
David Stockman,7.253735673872045e-05,1
Matt Lucas,7.253735673872045e-05,1
"Andrew Boszhardt, Jr.",7.253735673872045e-05,1
StubHub,7.253735673872045e-05,1
Mihai Nicolescu,7.253735673872045e-05,3
Green Park,7.253735673872045e-05,2
UT Horizon Fund,7.253735673872045e-05,2
Andrew Antar,7.253735673872045e-05,1
Brian Antar,7.253735673872045e-05,1
Ravi Mantha,7.253735673872045e-05,1
Ravi Thakran,7.253735673872045e-05,1
Manoj K. Yadav,7.253735673872045e-05,1
Maarten Linthorst,7.253735673872045e-05,1
Richard G. Vento,7.253735673872045e-05,1
51intern Consulting,7.253735673872045e-05,1
DaD Asia,7.253735673872045e-05,1
Andrei Herasimchuk,7.253735673872045e-05,1
Dirk Knemeyer,7.253735673872045e-05,1
Andrei Pitis,7.253735673872045e-05,3
Bogdan Manoiu,7.253735673872045e-05,3
Florin Lucian Potra,7.253735673872045e-05,3
Dayne D'Aguilar,7.253735673872045e-05,2
Dionisio D'Aguilar,7.253735673872045e-05,2
RBC Generator Fund,7.253735673872045e-05,1
Golf Ventures,7.253735673872045e-05,2
Akram Assaf,7.253735673872045e-05,3
Bayt.com,7.253735673872045e-05,3
Marc Blumenthal,7.253735673872045e-05,1
Sustainable Ventures,7.253735673872045e-05,1
Marc Lore,7.253735673872045e-05,1
Vinit Bharara,7.253735673872045e-05,1
Ram Katalan,7.253735673872045e-05,1
Roy Assaf,7.253735673872045e-05,1
Randy Blankenship,7.253735673872045e-05,2
Realtime Group,7.253735673872045e-05,2
Sound Logic,7.253735673872045e-05,2
Dany Farha,7.253735673872045e-05,3
Julien Holding,7.253735673872045e-05,3
Jason McDowall,7.253735673872045e-05,2
Deap Ubhi,7.253735673872045e-05,1
Haresh Chawla,7.253735673872045e-05,1
Delaney Consulting,7.253735673872045e-05,3
HLB Gross Collins,7.253735673872045e-05,3
Al Angrisani,7.253735673872045e-05,1
Chuck Chesler,7.253735673872045e-05,1
Golden Pine Ventures,7.253735673872045e-05,2
In-vivo Ventures,7.253735673872045e-05,2
Purdue University Endowment,7.253735673872045e-05,2
Golden Triangle Angelnet,7.253735673872045e-05,1
Hi-Tech Partners,7.253735673872045e-05,3
Nelson Mullins,7.253735673872045e-05,3
Demirhan BÃ¼yÃ¼kÃ¶zcÃ¼,7.253735673872045e-05,1
Kaan Kayabal?,7.253735673872045e-05,1
Denis Jung,7.253735673872045e-05,2
Tobias Pfuetze,7.253735673872045e-05,2
Alagna Salvatore,7.253735673872045e-05,2
Antonio Conte,7.253735673872045e-05,2
Colangelo Maurizio,7.253735673872045e-05,2
Alain Mevellec,7.253735673872045e-05,1
FrÃ©dÃ©ric Coulais,7.253735673872045e-05,1
attentra GmbH,7.253735673872045e-05,2
Denis Lopes,7.253735673872045e-05,1
Rene Abe,7.253735673872045e-05,1
Dennis von Ferenczy,7.253735673872045e-05,1
Felix Haas,7.253735673872045e-05,1
Dentressangle Initiatives,7.253735673872045e-05,2
Orkos,7.253735673872045e-05,2
newfund,7.253735673872045e-05,2
Derek Correia,7.253735673872045e-05,3
Hauslein & Company,7.253735673872045e-05,3
Alan Levine,7.253735673872045e-05,2
Bert Amato,7.253735673872045e-05,2
Harvey Beck,7.253735673872045e-05,2
Alan Morgan,7.253735673872045e-05,1
Ric Traynor,7.253735673872045e-05,1
Alan Oken,7.253735673872045e-05,3
Moss Kadey,7.253735673872045e-05,3
Rupert Greenhough,7.253735673872045e-05,3
Steven Segal,7.253735673872045e-05,3
Howard Wood,7.253735673872045e-05,1
Mark Toner,7.253735673872045e-05,3
Richard Feldman,7.253735673872045e-05,3
Benjamin Wasson,7.253735673872045e-05,3
Robert Fox,7.253735673872045e-05,3
Southern Illinois University,7.253735673872045e-05,3
Thomas Harness,7.253735673872045e-05,3
Benny Schnaider,7.253735673872045e-05,2
Leon Kamevev,7.253735673872045e-05,2
Roni Einav,7.253735673872045e-05,2
Bucknell Venture Plan Competition,7.253735673872045e-05,1
Mitch Blumenfeld,7.253735673872045e-05,1
Build-A-Bear Workshop,7.253735673872045e-05,1
Norm Pozez,7.253735673872045e-05,1
Benito MartÃƒÂ­nez,7.253735673872045e-05,2
Jochen Doppelhammer,7.253735673872045e-05,2
bizeso services pvt ltd,7.253735673872045e-05,1
Bernardo Investment,7.253735673872045e-05,1
Daniel Zadok,7.253735673872045e-05,1
Bert Navarrete,7.253735673872045e-05,1
David Schafer,7.253735673872045e-05,1
Berkshire Partners,7.253735673872045e-05,1
RhÃ´ne Group,7.253735673872045e-05,1
Derry Herlihy,7.253735673872045e-05,2
Devard Darling,7.253735673872045e-05,2
Tim Bassidy,7.253735673872045e-05,2
Gilead Group,7.253735673872045e-05,1
Didier Tranchier,7.253735673872045e-05,1
Guy Loyet,7.253735673872045e-05,1
Diego Lamprea,7.253735673872045e-05,1
Inversiones Montferrat,7.253735673872045e-05,1
Diego Ramos,7.253735673872045e-05,1
Manuel Ramos,7.253735673872045e-05,1
Dieter Weiss,7.253735673872045e-05,3
Jens Blaumeirer,7.253735673872045e-05,3
Andreas Kwiatkowski,7.253735673872045e-05,1
Tim BrÃ¼ckmann,7.253735673872045e-05,1
Andreas Schwend,7.253735673872045e-05,1
Daniel Rebhorn,7.253735673872045e-05,1
Micky Muller,7.253735673872045e-05,3
Sandra Fisher,7.253735673872045e-05,3
Dieter von Holtzbrinck,7.253735673872045e-05,1
Scott McCarthy,7.253735673872045e-05,1
Mark Coker,7.253735673872045e-05,1
Sam Ryu,7.253735673872045e-05,1
Principal Financial Group,7.253735673872045e-05,1
Stephen G. Ursenbach,7.253735673872045e-05,4
