Source,Target,Weight
500 Startups,Eric Goldreyer,1
500 Startups,Eric Hahn,1
500 Startups,Eric Hautemont,1
500 Startups,Eric Kwan,1
500 Startups,Eric Ries,4
500 Startups,Eric Stein,1
500 Startups,Erik Moore,5
500 Startups,Errol Damelin,1
500 Startups,Estag Capital,1
500 Startups,Esther Dyson,3
500 Startups,Etsuji Otsuka,1
500 Startups,Evan Burfield,1
500 Startups,Expansion Venture Capital,10
500 Startups,FF Angel LLC,2
500 Startups,FLOODGATE,3
500 Startups,Fabrice Grinda,3
500 Startups,Fadi Ghandour,1
500 Startups,Farhad Mohit,1
500 Startups,Farzad Nazem,1
500 Startups,Felicis Ventures,12
500 Startups,Felix Miller,1
500 Startups,Fenox Venture Capital,1
500 Startups,Fidelity Ventures,1
500 Startups,First Round,1
500 Startups,First Round Capital,10
500 Startups,Five Mill Ventures,1
500 Startups,Florian Otto,1
500 Startups,Fontinalis Partners,2
500 Startups,Forerunner Ventures,4
500 Startups,Foresight Ventures,1
500 Startups,Fortify Ventures,6
500 Startups,Founder Collective,12
500 Startups,Founder's Co-op,4
500 Startups,Founders Fund,6
500 Startups,Foundry Group,5
500 Startups,Frank Bonsal III,1
500 Startups,Freestyle Capital,8
500 Startups,Fritz Lanman,1
500 Startups,FundersClub,4
500 Startups,GSF Superangels,1
500 Startups,GSV Capital,1
500 Startups,Gabriel Venture Partners,1
500 Startups,Galen Ward,1
500 Startups,Galvanize,1
500 Startups,Garrett Camp,1
500 Startups,Garry Tan,3
500 Startups,Gary Vaynerchuk,5
500 Startups,Gavin Lee,1
500 Startups,General Catalyst Partners,2
500 Startups,Geoff Entress,1
500 Startups,Geoff Judge,1
500 Startups,Geoff Ralston,3
500 Startups,George Karidis,2
500 Startups,Georges Harik,2
500 Startups,Gil Hirsch,1
500 Startups,Gilman Tolle,1
500 Startups,Giza Venture Capital,2
500 Startups,Global Brain Corporation,2
500 Startups,Global Venture Capital,1
500 Startups,Gold Hill Capital,1
500 Startups,Golden Gate Ventures,2
500 Startups,Golden Seeds,1
500 Startups,Golden Venture Partners,1
500 Startups,Goldin Ventures,1
500 Startups,Google Ventures,19
500 Startups,Gordon Crawford,1
500 Startups,Gordon Rubenstein,1
500 Startups,Gordon Tucker,1
500 Startups,Graph Ventures,2
500 Startups,Great Oaks Venture Capital,11
500 Startups,Greenvisor Capital,1
500 Startups,Greg Badros,1
500 Startups,Greg Bettinelli,1
500 Startups,Greg Vrankovich,1
500 Startups,Greg Waldorf,2
500 Startups,Greylock Partners,3
500 Startups,Guild Capital,1
500 Startups,Gumi Ventures,1
500 Startups,Gus Fuldner,1
500 Startups,Gustaf Alstromer,1
500 Startups,Hadi Partovi,1
500 Startups,Hadley Harris,1
500 Startups,Harjeet Taggar,3
500 Startups,Harrison Metal Capital,2
500 Startups,Haystack,1
500 Startups,High Country Venture,2
500 Startups,High Line Venture Partners,1
500 Startups,High Peaks Venture Partners,1
500 Startups,High-Tech Gruenderfonds,1
500 Startups,Highway 12 Ventures,2
500 Startups,Hiten Shah,2
500 Startups,Ho Nam,1
500 Startups,Hossein Eslambolchi,1
500 Startups,Howard Love,1
500 Startups,Hunter Walk,1
500 Startups,Hyde Park Angels,2
500 Startups,IA Ventures,2
500 Startups,IG Business Angels,1
500 Startups,Idan Cohen,1
500 Startups,Idealab,1
500 Startups,Ignition Partners,6
500 Startups,Ilan Abehassera,1
500 Startups,Illuminate Ventures,1
500 Startups,In Hsieh,1
500 Startups,Inception Capital,1
500 Startups,Index Ventures,10
500 Startups,Initial:Capital,1
500 Startups,Initialized Capital,1
500 Startups,InnoSpring,1
500 Startups,Innovation Camp,1
500 Startups,Innovation Endeavors,2
500 Startups,Inspiration Ventures,2
500 Startups,Inspovation Ventures,1
500 Startups,Intel Capital,3
500 Startups,InterWest Partners,5
500 Startups,InvestorsÂ’ Circle,1
500 Startups,Isaac Sald,1
500 Startups,Isaac Saldana,1
500 Startups,Issac Roth,1
500 Startups,Itochu Technology Ventures,3
500 Startups,Jake Zeller,1
500 Startups,James Currier,1
500 Startups,James Joaquin,1
500 Startups,James Levine,1
500 Startups,James Lindenbaum,2
500 Startups,Jamie Weissenborn,1
500 Startups,Jared Brubaker,1
500 Startups,Jared Kopf,1
500 Startups,Jarrod Yuster,1
500 Startups,Jason Bailey,1
500 Startups,Jason Blumer,1
500 Startups,Jason Calacanis,4
500 Startups,Jason Finger,1
500 Startups,Jason Putorti,1
500 Startups,Jason Seats,3
500 Startups,Javelin Venture Partners,1
500 Startups,Jawed Karim,1
500 Startups,Jay Gould,1
500 Startups,Jay Weintraub,2
500 Startups,Jean Sini,1
500 Startups,Jeff Ayeroff,1
500 Startups,Jeff Clarke,1
500 Startups,Jeff Fluhr,3
500 Startups,Jeff Holmes,1
500 Startups,Jeff Lawson,1
500 Startups,Jeff Miller,1
500 Startups,Jeff Parks,1
500 Startups,Jeff Rusinow,1
500 Startups,Jeffrey Schox,1
500 Startups,Jennifer Lum,1
500 Startups,Jennifer Snow,1
500 Startups,Jere Doyle,1
500 Startups,Jeremy Stoppelman,2
500 Startups,Jerry Neumann,1
500 Startups,Jim Pallotta,1
500 Startups,Jim Patterson,1
500 Startups,Jim Sokoloff,1
500 Startups,Joanne Wilson,3
500 Startups,Jody Sherman,1
500 Startups,Joe Beninato,1
500 Startups,Joe Lonsdale,1
500 Startups,John Ason,1
500 Startups,John Batelle,1
500 Startups,John Dais,1
500 Startups,John DeMayo,1
500 Startups,John Ham,1
500 Startups,John Hering,1
500 Startups,John Maloney,1
500 Startups,John Romaniello,1
500 Startups,John Simon,1
500 Startups,Jon Nordmark,1
500 Startups,Jonah Goodhart,1
500 Startups,Jonathan Abrams,1
500 Startups,Jonathan Coon,1
500 Startups,Jonathan Heiliger,1
500 Startups,Jonathan Katzman,1
500 Startups,Jonathan Kraft,1
500 Startups,Jonathan Shambroom,1
500 Startups,Jonathan Siegel,2
500 Startups,Jonathan Strauss,1
500 Startups,Jorge Leis,1
500 Startups,Jose Marin,1
500 Startups,Joseph Melohn,1
500 Startups,Josh Jacobs,1
500 Startups,Josh James,1
500 Startups,Josh Mohrer,1
500 Startups,Josh Reznick,1
500 Startups,Joshua Baer,3
500 Startups,Joshua Chodniewicz,1
500 Startups,Joshua Schachter,2
500 Startups,Joshua Stylman,1
500 Startups,Jove Equity Partners,1
500 Startups,Jumpstart Ventures,1
500 Startups,Jungle Ventures,1
500 Startups,Justin Kan,1
500 Startups,Justin Kitch,3
500 Startups,Justin Miller,1
500 Startups,Justin Timberlake,1
500 Startups,Justin Yoshimura,3
500 Startups,K Street Capital,4
500 Startups,K9 Ventures,2
500 Startups,KAMIA,1
500 Startups,Kai Huang,1
500 Startups,Kal Vepuri,1
500 Startups,Kapor Capital,10
500 Startups,Karamveer Singh,1
500 Startups,Karl Jacob,2
500 Startups,Karlin Ventures,1
500 Startups,Kaszek Ventures,1
500 Startups,Kauffman Foundation,1
500 Startups,Kavin Stewart,1
500 Startups,Kay Luo,1
500 Startups,Keith Rabois,3
500 Startups,Ken Goldman,1
500 Startups,Ken Landis,1
500 Startups,Kenny Van Zant,4
500 Startups,Kevin Henrikson,2
500 Startups,Kevin Laws,1
500 Startups,Kevin Slavin,1
500 Startups,Khailee Ng,1
500 Startups,Kibo Ventures,2
500 Startups,Kii Capital,2
500 Startups,Kima Ventures,7
500 Startups,Kleiner Perkins Caufield & Byers,1
500 Startups,Knight Foundation,1
500 Startups,Krishna K. Gupta,1
500 Startups,Krishna Visvanathan,1
500 Startups,Kyle Eklund,1
500 Startups,LX Ventures,2
500 Startups,Lakestar,1
500 Startups,Lance White,1
500 Startups,Larry Bock,2
500 Startups,Larry Braitman,2
500 Startups,Larry Marshall,1
500 Startups,Lars Albright,1
500 Startups,Lars Dittrich,1
500 Startups,Lars Rasmussen,1
500 Startups,Lauder Partners,1
500 Startups,LaunchCapital,4
500 Startups,Launchpad LA,3
500 Startups,Laura Castaneda,1
500 Startups,Lawrence Chu,1
500 Startups,Learn Capital,4
500 Startups,Lee Linden,2
500 Startups,Lerer Ventures,6
500 Startups,Lightbank,3
500 Startups,Lightspeed Venture Partners,2
500 Startups,Lisa Gansky,1
500 Startups,Loeb Enterprises,1
500 Startups,Loic Le Meur,1
500 Startups,Loren Siebert,1
500 Startups,Lowercase Capital,7
500 Startups,Luc Levesque,1
500 Startups,Ludlow Ventures,5
500 Startups,Lukas Biewald,1
500 Startups,Luke Rajlich,1
500 Startups,MENA Ventures,1
500 Startups,MESA+,1
500 Startups,MHS Capital,2
500 Startups,MI Ventures,1
500 Startups,MK Capital,1
500 Startups,MUFJ Capital,1
500 Startups,Mack Capital,1
500 Startups,Macmillan Digital Education,1
500 Startups,Maneesh Arora,8
500 Startups,Manish Chandra,1
500 Startups,Manu Kumar,1
500 Startups,Marc Andreessen,1
500 Startups,Marco Magnocavallo,1
500 Startups,Mark Censits,1
500 Startups,Mark Cuban,1
500 Startups,Mark Goines,5
500 Startups,Mark Goldstein,1
500 Startups,Mark Gray,1
500 Startups,Mark Jung,1
500 Startups,Mark Kingdon,1
500 Startups,Mark Mullen,1
500 Startups,Mark Schulze,1
500 Startups,Mark Suster,2
500 Startups,Marten Mickos,1
500 Startups,Martin Gedalin,1
500 Startups,Martin Varsavsky,1
500 Startups,Maryland Venture fund,1
500 Startups,Massimiliano Pellegrini,1
500 Startups,Matias de Tezanos,1
500 Startups,Matrix Partners,1
500 Startups,Matt Brezina,1
500 Startups,Matt Coffin,1
500 Startups,Matt Cutts,3
500 Startups,Matt Dickinson,2
500 Startups,Matt Douglas,1
500 Startups,Matt Grodin,1
500 Startups,Matt Keiser,1
500 Startups,Matt Mazzeo,1
500 Startups,Matt Monahan,2
500 Startups,Matt Mullenweg,1
500 Startups,Matt Ocko,1
500 Startups,Matt Rockman,1
500 Startups,Matthew French,1
500 Startups,Maurice Werdegar,1
500 Startups,Maveron,1
500 Startups,Max Burger,1
500 Startups,Max Levchin,1
500 Startups,Max Ventilla,1
500 Startups,Mayfield Fund,2
500 Startups,Meagan Marks,1
500 Startups,Media Camp,2
500 Startups,Mehdi Maghsoodnia,1
500 Startups,Meng Wong,1
500 Startups,Menlo Ventures,3
500 Startups,Mercury Fund,1
500 Startups,Metamorphic Ventures,1
500 Startups,Mexican.VC,2
500 Startups,Michael De La Maza,1
500 Startups,Michael French,1
500 Startups,Michael Herf,1
500 Startups,Michael Hoydich,1
500 Startups,Michael Kantor,1
500 Startups,Michael Lambert,1
500 Startups,Michael Leeman,1
500 Startups,Michael Liou,2
500 Startups,Michael Powers,1
500 Startups,Michael Rauchman,1
500 Startups,Michael Sheng,1
500 Startups,Michael Zirngibl,1
500 Startups,Mick Liubinskas,1
500 Startups,Micky Malka,1
500 Startups,Middleland Capital,5
500 Startups,Mihovil Barancic,1
500 Startups,Mikael Berner,1
500 Startups,Mike Bollinger,1
500 Startups,Mike Cannon-Brookes,1
500 Startups,Mike Edwards,1
500 Startups,Mike Greenfield,2
500 Startups,Mike Serafin,1
500 Startups,Mike Simonoff,1
500 Startups,Mike Volpe,1
500 Startups,Militello Capital,3
500 Startups,Mind Fund,1
500 Startups,Mitch Kapor,7
500 Startups,Mitchell Kapor,1
500 Startups,Mohr Davidow Ventures,3
500 Startups,Monashees Capital,4
500 Startups,Morado Venture Partners,2
500 Startups,Morado Ventures,1
500 Startups,Morgenthaler Ventures,1
500 Startups,Morris Wheeler,2
500 Startups,MuckerLab,1
500 Startups,NALA Investments,1
500 Startups,NHN Investment,1
500 Startups,NTT Investment-Partners,1
500 Startups,NYC Seed,2
500 Startups,Nancy Pierce,1
500 Startups,Napkn Ventures,1
500 Startups,Nat Friedman,1
500 Startups,Nate Westheimer,1
500 Startups,Naval Ravikant,7
500 Startups,Neil Chheda,1
500 Startups,Neil McClements,1
500 Startups,Neoteny Labs,2
500 Startups,Neu Venture Capital,1
500 Startups,New Dominion Angels,1
500 Startups,New Enterprise Associates,5
500 Startups,NewSchools Venture Fund,2
500 Startups,NextGen Angels,2
500 Startups,NextView Ventures,2
500 Startups,Nick Ducoff,1
500 Startups,Nicolai Wadstrom,1
500 Startups,Nicolas Gautier,2
500 Startups,Nihal Mehta,1
500 Startups,Niket Desai,1
500 Startups,Nils Johnson,1
500 Startups,OCA Ventures,4
500 Startups,Oakview Group,1
500 Startups,Oasis 500,1
500 Startups,Ofer Wald,1
500 Startups,Okapi Venture Capital,1
500 Startups,Oleg Tscheltzoff,1
500 Startups,Olivier Grinda,1
500 Startups,Omar Seyal,1
500 Startups,Omidyar Network,2
500 Startups,Ooga Labs,1
500 Startups,Opus Capital,1
500 Startups,Ori Allon,1
500 Startups,Orion Henry,1
500 Startups,Othman Laraki,3
500 Startups,Oudi Antebi,1
500 Startups,Owen Van Natta,1
500 Startups,Oyster Technology Investments,1
500 Startups,PALgenesis,1
500 Startups,PAR Capital Ventures,1
500 Startups,PJM Advisors,1
500 Startups,PKS Capital,1
500 Startups,PLUS Ventures,1
500 Startups,PROfounders Capital,1
500 Startups,Paddy Holahan,1
500 Startups,Paige Craig,5
500 Startups,PanAfrican Investment Co.,1
500 Startups,Par Gandhi,1
500 Startups,Parker Thompson,1
500 Startups,Partech Ventures,1
500 Startups,Pasha Sadri,1
500 Startups,Pat Matthews,1
500 Startups,Patient Capital Collaborative,1
500 Startups,Paul Bricault,1
500 Startups,Paul Buchheit,7
500 Startups,Paul Graham,1
500 Startups,Paul Kedrosky,1
500 Startups,Paul Martino,1
500 Startups,Paul Sethi,1
500 Startups,Paul Singh,3
500 Startups,Pegasus Capital,1
500 Startups,Pejman Nozad,1
500 Startups,Pelion Venture Partners,1
500 Startups,Peter Kuperman,1
500 Startups,Peter Lehrman,2
500 Startups,Peter Pastewka,1
500 Startups,Peter Thiel,2
500 Startups,Peter Weck,1
500 Startups,Phenomen Ventures,1
500 Startups,PhilQuo Ventures,1
500 Startups,Philip Dufour,1
500 Startups,Phin Upham,1
500 Startups,Piedmont Investment Advisors,1
500 Startups,PivotNorth Capital,1
500 Startups,Plug & Play Ventures,5
500 Startups,Plus Capital,1
500 Startups,Poh Kam Wong,1
500 Startups,Point Nine Capital,6
500 Startups,Polaris Partners,5
500 Startups,Prashant Malik,1
500 Startups,Pritzker Group Venture Capital,2
500 Startups,Pritzker/Vlock Family Office,1
500 Startups,Prolific Venture Capital,1
500 Startups,Promus Ventures,7
500 Startups,Prosper Nwankpa,1
500 Startups,Quest Venture Partners,6
500 Startups,Quincy Smith,1
500 Startups,Quotidian Ventures,9
500 Startups,RRE Ventures,4
500 Startups,RSL Venture Partners,1
500 Startups,Raj Bhaskar,1
500 Startups,Rajesh Sawhney,1
500 Startups,Rakuten,1
500 Startups,Ralph James,1
500 Startups,Ralph Mack,2
500 Startups,Raptor Ventures,2
500 Startups,Rasool Rayani,1
500 Startups,Ray Levitt,1
500 Startups,Raymond Tonsing,4
500 Startups,Real Ventures,4
500 Startups,Rebecca Saeger,1
500 Startups,Rebright Partners,2
500 Startups,Red Swan,2
500 Startups,Redpoint Ventures,2
500 Startups,Redpoint eVentures,1
500 Startups,Reed Morse,1
500 Startups,Relay Ventures,2
500 Startups,Resolute.vc,5
500 Startups,Reza Hussein,1
500 Startups,Rho Ventures,1
500 Startups,Rhodium,1
500 Startups,Ribbit Capital,1
500 Startups,Rich Chen,2
500 Startups,Rich LeFurgy,1
500 Startups,Rich Schmelzer,1
500 Startups,Richard Chen,1
500 Startups,Richard Titus,1
500 Startups,Richmond Management,1
500 Startups,Richmond Park Partners,2
500 Startups,Rick Marini,1
500 Startups,Rick Timmins,2
500 Startups,Rico Wyder,1
500 Startups,Rincon Venture Partners,2
500 Startups,Robert Beck,1
500 Startups,Robert Goldberg,1
500 Startups,Robert Weber,1
500 Startups,Robin Hood Ventures,2
500 Startups,Roger Dickey,4
500 Startups,Roham Gharegozlou,3
500 Startups,Rohan Oza,1
500 Startups,Romulus Capital,1
500 Startups,Ron Gutman,1
500 Startups,Rony Kahan,1
500 Startups,Rothenberg Ventures,4
500 Startups,Roy Rodenstein,3
500 Startups,Rudy Gadre,2
500 Startups,Russ Fradin,2
500 Startups,Russ Siegelman,2
500 Startups,Russell Siegelman,2
500 Startups,Rustic Canyon Partners,1
500 Startups,Ryan Holmes,1
500 Startups,Ryan Melohn,1
500 Startups,Ryan Slack,1
500 Startups,SK Planet,1
500 Startups,SK Ventures,2
500 Startups,SOSventures,1
500 Startups,SV Angel,16
500 Startups,Saar Gur,1
500 Startups,Sachin Agarwal,1
500 Startups,Saeed Amidi,1
500 Startups,Safa Rashtchy,1
500 Startups,Sahil Lavingia,1
500 Startups,Sam Altman,3
500 Startups,Sam Choi,1
500 Startups,Sam Pullara,1
500 Startups,Sam Stahl,1
500 Startups,Sand Hill Angels,6
500 Startups,Sandbox Industries,1
500 Startups,Savannah Fund,1
500 Startups,Scott Banister,4
500 Startups,Scott Becker,1
500 Startups,Scott Belsky,1
500 Startups,Scott Dietzen,1
500 Startups,Scott Farquhar,1
500 Startups,Scott Marlette,1
500 Startups,Scott McDaniel,1
500 Startups,Scott McNealy,1
500 Startups,Scott Petry,2
500 Startups,Scout Ventures,3
500 Startups,Scrum Ventures,3
500 Startups,Sean Conway,1
500 Startups,Seraph Group,5
500 Startups,Seth Berman,1
500 Startups,Seth Goldstein,1
500 Startups,Shailesh Rao,1
500 Startups,Shan Mehta,2
500 Startups,Shasta Ventures,2
500 Startups,Shaun Di Gregorio,1
500 Startups,Sherpa Ventures,1
500 Startups,Sherry Coutu,4
500 Startups,Shervin Pishevar,4
500 Startups,Shishir Mehrotra,1
500 Startups,Siamak Taghaddos,1
500 Startups,Siemer Ventures,4
500 Startups,Sierra Ventures,1
500 Startups,Signia Venture Partners,3
500 Startups,Silicon Badia,2
500 Startups,Silicon Valley Bank,1
500 Startups,Simon Levene,1
500 Startups,Sizhao Yang,1
500 Startups,Social Leverage,9
500 Startups,Social Starts,3
500 Startups,SoftTech VC,16
500 Startups,Sol Trujillo,1
500 Startups,Sophia Bush,1
500 Startups,Source Spring,1
500 Startups,Southern Cross Venture Partners,1
500 Startups,Spark Capital,1
500 Startups,Square Peg Capital,3
500 Startups,Squarepeg Capital,1
500 Startups,Srini Panguluri,1
500 Startups,Stage One Capital,2
500 Startups,Stardust Venture Partners,1
500 Startups,Starfish Ventures,1
500 Startups,Start Capital,1
500 Startups,Start Fund,4
500 Startups,Startl,1
500 Startups,StartupAngel,1
500 Startups,Stephano Kim,2
500 Startups,Stephen Bullock,1
500 Startups,Steve Anderson,2
500 Startups,Steve Bennet,1
500 Startups,Steve Blank,2
500 Startups,Steve Chen,1
500 Startups,Steve Lee,1
500 Startups,Steven Alan,1
500 Startups,Steven Roussey,1
500 Startups,Steven Walske,1
500 Startups,Stewart Alsop,1
500 Startups,Strive Capital,2
500 Startups,Strong Ventures,2
500 Startups,Structure,1
500 Startups,Stuart Coulson,1
500 Startups,Subtraction Capital,3
500 Startups,Sujal Patel,1
500 Startups,Suleman Ali,1
500 Startups,Summit Partners,1
500 Startups,SunBridge Global Ventures,3
500 Startups,Sydney Angels,1
500 Startups,Sze-jun Tsai,1
500 Startups,TA Venture,3
500 Startups,TEC Ventures,1
500 Startups,TEEC Angel Fund,2
500 Startups,TIBCO Software,1
500 Startups,TMT Investments,1
500 Startups,Tabreez Verjee,1
500 Startups,Taku Harada,2
500 Startups,Tango,1
500 Startups,Tats Saito,1
500 Startups,Team Downey,1
500 Startups,Techstars,3
500 Startups,Ted Rheingold,3
500 Startups,Telegraph Hill Capital,1
500 Startups,TenOneTen Ventures,1
500 Startups,The Accelerator Group,1
500 Startups,The Iron Yard,2
500 Startups,The Raine Group,1
500 Startups,The Social+Capital Partnership,4
500 Startups,Theoria Capital,1
500 Startups,Thomas Byrne,1
500 Startups,Thomas D. Lehrman,1
500 Startups,Thomas Korte,1
500 Startups,Thomas Lehrman,3
500 Startups,Thomas Wisniewski,1
500 Startups,Thomvest Ventures,3
500 Startups,Thrive Capital,1
500 Startups,Tikhon Bernstam,1
500 Startups,Tim Cederman-Haysom,1
500 Startups,Tim Kendall,1
500 Startups,Tim Trampedach,1
500 Startups,Tim Young,1
500 Startups,Time Warner Investments,1
500 Startups,Times Internet,1
500 Startups,Timothy Draper,5
500 Startups,Toivo Annus,1
500 Startups,Tom & Peggy Richie,1
500 Startups,Tom Chiu,1
500 Startups,Tom Christopoul,1
500 Startups,Tom Kulzer,1
500 Startups,Tom McInerney,4
500 Startups,Tom Shields,1
500 Startups,Tom West,1
500 Startups,Tommy Ahlers,1
500 Startups,TomorrowVentures,5
500 Startups,Tony Faure,1
500 Startups,Tony Hsieh,1
500 Startups,Transmedia Capital,3
500 Startups,Travis Kalanick,2
500 Startups,Trevor Blackwell,1
500 Startups,Trinity Ventures,3
500 Startups,TriplePoint Capital,1
500 Startups,TripleWest Capital,1
500 Startups,Troy Carter,3
500 Startups,True Ventures,6
500 Startups,UJ Ventures,2
500 Startups,UVET - American Express Travel,1
500 Startups,Ullas Naik,3
500 Startups,Union Square Ventures,1
500 Startups,Upfront Ventures,1
500 Startups,Upstate Carolina Angel Network,1
500 Startups,Valar Ventures,2
500 Startups,Valhalla Partners,2
500 Startups,Valor Capital Group,1
500 Startups,Vanedge Capital,2
500 Startups,VegasTechFund,4
500 Startups,Venrex Investment Management,1
500 Startups,Venrock,1
500 Startups,Venture51,13
500 Startups,Version One Ventures,1
